stage;year;date;distance;origin;destination;type;winner;winner_country;origin_country;origin_lat;origin_lon;destination_country;destination_lat;destination_lon
11;1976;6/07/1976;224;Montgenèvre;Manosque;Mountain Stage;José-Luis Viejo;ESP;France;44.930787;6.722136;France;43.835744;5.790916
12;1976;8/07/1976;205;Le Barcarès;Pyrénées 2000;Mountain Stage;Raymond Delisle;FRA;France;42.78773;3.036565;France;42.5211905;2.0588606
13;1976;9/07/1976;188;Font-Romeu-Odeillo-Via;Saint-Gaudens;Mountain Stage;Willy Teirlinck[8];BEL;France;42.5182933;2.0322172;France;43.106895;0.723763
14;1976;10/07/1976;139;Saint-Gaudens;Saint-Lary-Soulan;Mountain Stage;Lucien Van Impe;BEL;France;43.106895;0.723763;France;42.8158286;0.320509
15;1976;11/07/1976;195;Saint-Lary-Soulan;Pau;Mountain Stage;Wladimiro Panizza;ITA;France;42.8158286;0.320509;France;43.2951;-0.370797
16;1976;12/07/1976;152;Pau;Fleurance;Flat Stage;Michel Pollentier;BEL;France;43.2951;-0.370797;France;43.849456;0.6632439
17;1976;13/07/1976;39;Fleurance;Auch;Individual time trial;Ferdinand Bracke;BEL;France;43.849456;0.6632439;France;43.646577;0.5917408
18a;1976;14/07/1976;86;Auch;Langon;Half Stage;Freddy Maertens;BEL;France;43.646577;0.5917408;France;44.555419;-0.245126
18b;1976;14/07/1976;123;Langon;Lacanau;Half Stage;Freddy Maertens;BEL;France;44.555419;-0.245126;France;44.978459;-1.075745
18c;1976;14/07/1976;70;Lacanau;Bordeaux;Half Stage;Gerben Karstens;NED;France;44.978459;-1.075745;France;44.8416106;-0.5810938
19;1976;15/07/1976;220;Sainte-Foy-la-Grande;Tulle;Flat Stage;Hubert Mathis;FRA;France;44.841805;0.215006;France;45.26565;1.771697
20;1976;16/07/1976;220;Tulle;Puy de Dôme;Mountain Stage;Joop Zoetemelk;NED;France;45.26565;1.771697;France;45.7801582;3.0821043
21;1976;17/07/1976;145;Montargis;Versailles;Flat Stage;Freddy Maertens;BEL;France;47.9990631;2.7291871;France;48.8022585;2.1297422
22a;1976;18/07/1976;6;Paris;Paris;Individual time trial;Freddy Maertens;BEL;France;48.8575475;2.3513765;France;48.8575475;2.3513765
22b;1976;18/07/1976;91;Paris;Paris;Half Stage;Gerben Karstens;NED;France;48.8575475;2.3513765;France;48.8575475;2.3513765
P;1975;26/06/1975;6;Charleroi;Charleroi;Individual time trial;Francesco Moser;ITA;Belgium;50.408128;4.4476076;Belgium;50.408128;4.4476076
1a;1975;27/06/1975;94;Charleroi;Molenbeek;Plain stage;Cees Priem;NED;Belgium;50.408128;4.4476076;Belgium;50.8589178;4.3120744
1b;1975;27/06/1975;109;Molenbeek;Roubaix;Plain stage;Rik Van Linden;BEL;Belgium;50.8589178;4.3120744;France;50.6924529;3.1782753
2;1975;28/06/1975;121;Roubaix;Amiens;Plain stage;Ronald de Witte;BEL;France;50.6924529;3.1782753;France;49.894067;2.295753
3;1975;29/06/1975;170;Amiens;Versailles;Plain stage;Karel Rottiers;BEL;France;49.894067;2.295753;France;48.8022585;2.1297422
4;1975;30/06/1975;223;Versailles;Le Mans;Plain stage;Jacques Esclassan;FRA;France;48.8022585;2.1297422;France;48.0057867;0.2015378
5;1975;2/07/1975;222;Sablé-sur-Sarthe;Merlin-Plage;Plain stage;Theo Smit;NED;France;47.8406652;-0.3359853;France;50.4518045;1.6126079
6;1975;2/07/1975;16;Merlin-Plage;Merlin-Plage;Individual time trial;Eddy Merckx;BEL;France;50.4518045;1.6126079;France;50.4518045;1.6126079
7;1975;3/07/1975;236;Saint-Gilles-Croix-de-Vie;Angoulême;Plain stage;Francesco Moser;ITA;France;46.697777;-1.944529;France;45.6488766;0.1567288
8;1975;4/07/1975;134;Angoulême;Bordeaux;Plain stage;Barry Hoban;GBR;France;45.6488766;0.1567288;France;44.8416106;-0.5810938
9a;1975;5/07/1975;131;Langon;Fleurance;Plain stage;Theo Smit;NED;France;44.555419;-0.245126;France;43.849456;0.6632439
9b;1975;5/07/1975;37;Fleurance;Auch;Individual time trial;Eddy Merckx;BEL;France;43.849456;0.6632439;France;43.646577;0.5917408
10;1975;7/07/1975;206;Auch;Pau;Stage with mountain(s);Felice Gimondi;ITA;France;43.646577;0.5917408;France;43.2951;-0.370797
11;1975;8/07/1975;160;Pau;Saint-Lary-Soulan;Stage with mountain(s);Joop Zoetemelk;NED;France;43.2951;-0.370797;France;42.8158286;0.320509
12;1975;9/07/1975;242;Tarbes;Albi;Plain stage;Gerrie Knetemann;NED;France;43.232951;0.078082;France;43.9248689;2.1486789
